MedInc,HouseAge,AveRooms,Population,MedHouseVal,PricePerRoom,HighPopulationArea,IncomeCategory
8.3252,41.0,6.984126984126984,322.0,4.526,0.0020125494071146248,0,Medium
8.3014,21.0,6.238137082601054,2401.0,3.585,0.00023935476947994214,1,Medium
7.2574,52.0,8.288135593220339,496.0,3.521,0.0008565002638696483,0,Medium
5.6431,52.0,5.8173515981735155,558.0,3.413,0.0010514213129420504,1,Low
3.8462,52.0,6.281853281853282,565.0,3.422,0.0009641481417017041,1,Low
4.0368,52.0,4.761658031088083,413.0,2.697,0.001371426990596685,0,Low
3.6591,52.0,4.9319066147859925,1094.0,2.992,0.0005545355876954808,1,Low
3.12,52.0,4.797527047913447,1157.0,2.414,0.0004348970631476713,1,Very Low
2.0804,42.0,4.294117647058823,1206.0,2.267,0.0004377541516163475,1,Very Low
3.6912,52.0,4.970588235294118,1551.0,2.611,0.00033867823393191645,1,Low
3.2031,52.0,5.477611940298507,910.0,2.815,0.0005647363535646916,1,Very Low
3.2705,52.0,4.772479564032698,1504.0,2.418,0.00033687158727170027,1,Very Low
3.075,52.0,5.322649572649572,1098.0,2.135,0.0003653151344841429,1,Very Low
2.6736,52.0,4.0,345.0,1.913,0.001386231884057971,0,Very Low
1.9167,52.0,4.262903225806451,1212.0,1.592,0.0003081306995625783,1,Very Low
2.125,50.0,4.242424242424242,697.0,1.4,0.0004734576757532281,1,Very Low
2.775,52.0,5.9395770392749245,793.0,1.525,0.00032377337819860705,1,Very Low
2.1202,52.0,4.052805280528053,648.0,1.555,0.0005921062552780794,1,Very Low
1.9911,50.0,5.343675417661098,990.0,1.587,0.00029998646581942695,1,Very Low
2.6033,52.0,5.465454545454546,690.0,1.629,0.0004319621626312592,1,Very Low
1.3578,40.0,4.524096385542169,409.0,1.475,0.0007971441500981576,0,Very Low
1.7135,42.0,4.478142076502732,929.0,1.598,0.00038411670325902994,1,Very Low
1.725,52.0,5.096234309623431,1015.0,1.139,0.00022019542656539432,1,Very Low
2.1806,52.0,5.193846153846154,853.0,0.997,0.00022503861475806048,1,Very Low
2.6,52.0,5.270142180094787,1006.0,1.326,0.00025010548221462596,1,Very Low
2.4038,41.0,4.495798319327731,317.0,1.075,0.000754297001680474,0,Very Low
2.4597,49.0,4.7280334728033475,607.0,0.938,0.00032683879809304427,1,Very Low
1.808,52.0,4.7808564231738035,1102.0,1.055,0.00020024660594110906,1,Very Low
1.6424,50.0,4.40169133192389,1131.0,1.089,0.0002187488056016328,1,Very Low
1.6875,52.0,4.703225806451613,395.0,1.32,0.0007105276866177007,0,Very Low
1.9274,49.0,5.068783068783069,863.0,1.223,0.0002795837697791604,1,Very Low
1.9615,52.0,4.882086167800454,1168.0,1.152,0.0002020245722757032,1,Very Low
1.7969,48.0,5.737313432835821,1026.0,1.104,0.00018754830190286677,1,Very Low
1.375,49.0,5.0303951367781155,754.0,1.049,0.0002765680719946789,1,Very Low
2.7303,51.0,4.972014925373134,1258.0,1.097,0.0001753854505647906,1,Very Low
1.4861,49.0,4.6022727272727275,570.0,0.972,0.00037052631578947365,1,Very Low
1.0972,48.0,4.807486631016043,987.0,1.045,0.00022023231937320876,1,Very Low
1.4103,52.0,3.7493796526054592,901.0,1.039,0.0003075610524668891,1,Very Low
3.48,52.0,4.757281553398058,689.0,1.914,0.0005839341251740173,1,Low
2.5898,52.0,3.4942528735632186,1377.0,1.76,0.0003657837403967435,1,Very Low
2.0978,52.0,4.215189873417722,946.0,1.554,0.00038971106412966875,1,Very Low
1.2852,51.0,3.7590361445783134,517.0,1.5,0.0007718345484302931,1,Very Low
1.025,49.0,3.7724867724867726,462.0,1.188,0.0006816269284712482,0,Very Low
3.9643,52.0,4.797979797979798,467.0,1.888,0.0008426101656711372,0,Low
3.0125,52.0,4.941780821917808,660.0,1.844,0.0005653709653709654,1,Very Low
2.6768,52.0,4.335078534031414,718.0,1.823,0.0005856865555151857,1,Very Low
2.026,50.0,3.700657894736842,616.0,1.425,0.0006251082251082252,1,Very Low
1.7348,43.0,3.9802371541501977,558.0,1.375,0.0006190982121564816,1,Very Low
0.9506,40.0,3.9,423.0,1.875,0.0011365702855064557,0,Very Low
1.775,40.0,2.6875,700.0,1.125,0.0005980066445182724,1,Very Low
0.9218,21.0,2.045662100456621,735.0,1.719,0.0011432853498542274,1,Very Low
1.5045,43.0,4.58968058968059,1061.0,0.938,0.00019262160258493155,1,Very Low
1.1108,41.0,4.473611111111111,1959.0,0.975,0.00011125305648755083,1,Very Low
1.2475,52.0,4.075,1162.0,1.042,0.00022005638680928796,1,Very Low
1.6098,52.0,5.021459227467811,701.0,0.875,0.0002485765146250168,1,Very Low
1.4113,52.0,4.295454545454546,576.0,0.831,0.00033586860670194,1,Very Low
1.5057,52.0,4.77992277992278,622.0,0.875,0.0002943044221309134,1,Very Low
0.8172,52.0,6.102459016393443,728.0,0.853,0.00019200510704876048,1,Very Low
1.2171,52.0,4.5625,1074.0,0.803,0.0001638733705772812,1,Very Low
2.5625,2.0,2.7719298245614037,94.0,0.6,0.0023027201723673577,0,Very Low
3.3929,52.0,5.994652406417113,554.0,0.757,0.0002279408212754857,1,Very Low
6.1183,49.0,5.869565217391305,86.0,0.75,0.0014857881136950905,0,Low
0.9011,50.0,6.229508196721311,377.0,0.861,0.0003666131509144214,0,Very Low
1.191,52.0,7.69811320754717,521.0,0.761,0.00018974163561777879,1,Very Low
2.5938,48.0,6.225563909774436,392.0,0.735,0.000301177536231884,0,Very Low
1.1667,52.0,5.401069518716578,604.0,0.784,0.00024032522457543767,1,Very Low
0.8056,48.0,4.382530120481928,788.0,0.844,0.0002443944389205784,1,Very Low
2.6094,52.0,6.98639455782313,492.0,0.813,0.0002365224309497233,0,Very Low
1.8516,52.0,6.975609756097561,274.0,0.85,0.00044471951406257977,0,Very Low
0.9802,46.0,4.584288052373159,1823.0,1.292,0.00015459802676068006,1,Very Low
1.7719,26.0,6.047244094488189,392.0,0.825,0.0003480249521683673,0,Very Low
0.7286,46.0,3.375451263537906,582.0,0.952,0.0004845985629490784,1,Very Low
1.75,49.0,5.552631578947368,560.0,0.75,0.000241198375084631,1,Very Low
0.4999,46.0,1.7142857142857142,18.0,0.675,0.021875000000000002,0,Very Low
2.483,20.0,6.2781954887218046,290.0,1.375,0.0007552137105100145,0,Very Low
0.9241,17.0,2.8177676537585423,762.0,1.775,0.000826681476860663,1,Very Low
2.4464,36.0,5.724950884086444,1236.0,1.021,0.00014428975840324467,1,Very Low
1.1111,19.0,5.830917874396135,721.0,1.083,0.00025760617387936985,1,Very Low
0.8026,23.0,5.369230769230769,1054.0,1.125,0.00019879242944058115,1,Very Low
2.0114,38.0,4.412903225806452,344.0,1.313,0.0008649318305453556,0,Very Low
1.5,17.0,3.1972318339100347,609.0,1.625,0.0008345684146176756,1,Very Low
1.1667,52.0,3.75,183.0,1.125,0.001639344262295082,0,Very Low
1.5208,52.0,3.9080459770114944,200.0,1.125,0.0014393382352941176,0,Very Low
0.8075,52.0,2.490322580645161,346.0,1.375,0.0015957725598250922,0,Very Low
1.8088,35.0,5.609467455621302,467.0,1.188,0.00045350066408261726,0,Very Low
2.4083,52.0,6.721739130434782,377.0,0.982,0.0003875149697516651,0,Very Low
0.977,40.0,2.3157894736842106,582.0,1.188,0.000881443298969072,1,Very Low
0.76,10.0,2.6515151515151514,546.0,1.625,0.0011224489795918367,1,Very Low
0.9722,10.0,2.6923076923076925,125.0,1.375,0.004085714285714285,0,Very Low
1.2434,52.0,2.929411764705882,396.0,5.00001,0.00431017859316052,0,Very Low
2.0938,16.0,2.74585635359116,800.0,1.625,0.0007397510060362174,1,Very Low
0.8668,52.0,2.4431818181818183,904.0,1.375,0.0006225560814982506,1,Very Low
0.75,52.0,2.823529411764706,191.0,1.625,0.0030131980802792315,0,Very Low
2.6354,27.0,3.493377483443709,718.0,1.875,0.0007475346209190881,1,Very Low
1.8477,39.0,3.6723768736616704,1327.0,1.792,0.0003677221906094766,1,Very Low
2.0096,36.0,2.294016358157555,3469.0,1.3,0.00016335880282377746,1,Very Low
2.8345,31.0,3.8949152542372882,2048.0,1.838,0.00023041860449303742,1,Very Low
2.0062,29.0,3.681318681318681,202.0,1.25,0.001680951677257278,0,Very Low
1.2185,22.0,2.9456,2024.0,1.7,0.00028514426555425066,1,Very Low
2.6104,37.0,3.7071428571428573,1838.0,1.931,0.00028339843299556987,1,Very Low
2.4912,29.0,3.7248,2304.0,2.578,0.00030039830624761354,1,Very Low
3.2177,28.0,3.8784235136940546,2563.0,2.734,0.00027503924861993105,1,Very Low
3.125,39.0,3.745614035087719,389.0,2.375,0.0016300127029614156,0,Very Low
2.5795,52.0,3.5154975530179446,895.0,3.5,0.0011123929020466889,1,Very Low
2.8406,34.0,3.281721632196758,2689.0,3.357,0.0003804160214412776,1,Very Low
4.9306,52.0,6.184426229508197,674.0,3.134,0.0007518646774152317,1,Low
3.2727,52.0,4.442982456140351,709.0,2.685,0.0008523607767568854,1,Very Low
3.1691,52.0,4.165876777251185,686.0,2.594,0.0009076939405698895,1,Very Low
3.9,52.0,4.848189415041783,1444.0,2.757,0.00039381295055628457,1,Low
3.9063,28.0,4.160847880299252,1520.0,2.25,0.0003557599798116809,1,Low
5.0917,52.0,5.628458498023716,550.0,2.625,0.0008479634831460674,1,Low
2.6429,32.0,3.7270058708414875,1806.0,2.185,0.0003246187629868874,1,Very Low
3.0233,26.0,3.2530813475760065,1749.0,2.55,0.00044818307029557253,1,Very Low
3.1484,52.0,4.578034682080925,939.0,2.241,0.0005213113563752542,1,Very Low
3.4722,35.0,3.822274881516588,675.0,2.431,0.0009422350807099723,1,Low
3.1429,52.0,4.3951890034364265,534.0,2.316,0.000986778645535926,1,Very Low
2.4234,28.0,3.0234798314268514,2558.0,2.185,0.00028251650517239395,1,Very Low
3.0897,52.0,4.040501446480231,1786.0,2.341,0.00032440287358318615,1,Very Low
5.8596,50.0,6.742627345844504,970.0,3.276,0.0005008907380459511,1,Low
5.2868,47.0,6.546391752577319,1098.0,3.476,0.00048358791216671684,1,Low
5.956,41.0,6.851063829787234,794.0,3.661,0.0006730095279816012,1,Low
4.9643,37.0,7.1063829787234045,98.0,3.35,0.004810277404374923,0,Low
6.3434,52.0,6.947890818858561,1061.0,3.736,0.0005068022081594184,1,Medium
5.1773,52.0,6.358558558558559,1177.0,3.895,0.0005204419841618169,1,Low
7.2354,52.0,7.11716621253406,901.0,3.911,0.0006098961847734269,1,Medium
5.457,28.0,5.5303347280334725,2031.0,3.373,0.0003002997700573958,1,Low
7.5,50.0,6.127348643006263,1031.0,2.952,0.00046728850275199645,1,Medium
6.0194,44.0,5.735343383584589,1358.0,2.923,0.00037529227113814985,1,Low
7.5544,40.0,7.631498470948012,1616.0,4.115,0.000333671152629188,1,Medium
6.0666,30.0,6.446064139941691,844.0,3.115,0.0005725599705050791,1,Low
7.0548,34.0,6.125,1140.0,3.259,0.0004667382742570712,1,Medium
11.6017,18.0,8.335051546391753,533.0,3.926,0.0008837202286679639,1,High
7.4882,35.0,6.467268623024831,1072.0,3.193,0.0004605568362376599,1,Medium
6.8976,34.0,6.6122715404699735,1627.0,3.333,0.0003098111762817849,1,Medium
8.2049,28.0,6.978947368421053,463.0,3.352,0.0010373685942228694,0,Medium
8.401,26.0,7.530805687203792,542.0,3.512,0.0008604265023141106,1,Medium
6.8538,29.0,6.657992565055762,661.0,3.689,0.0008382313314766808,1,Medium
8.317,32.0,6.977186311787072,635.0,3.659,0.0008258636743976484,1,Medium
7.0175,37.0,6.982954545454546,420.0,3.667,0.0012503235305513579,0,Medium
6.3302,39.0,7.54,1265.0,3.628,0.00038036925593147483,1,Medium
6.3624,30.0,5.615384615384615,126.0,4.833,0.006830724070450099,0,Medium
7.0549,52.0,6.785714285714286,813.0,3.314,0.0006007121123842818,1,Medium
6.7851,45.0,6.957746478873239,1067.0,3.235,0.00043575388257971004,1,Medium
2.8929,50.0,5.132246376811594,1260.0,2.167,0.00033510497033264417,1,Very Low
3.0812,38.0,4.628336755646817,951.0,2.331,0.0005295863785097087,1,Very Low
5.2402,52.0,6.200892857142857,510.0,2.964,0.000937246432050142,1,Low
6.5217,52.0,6.39935064935065,765.0,2.737,0.0005590845030723265,1,Medium
3.2632,52.0,4.745652173913044,1129.0,2.277,0.0004249845918639361,1,Very Low
3.0298,52.0,5.183673469387755,1073.0,1.996,0.00035885845117449787,1,Very Low
4.5428,52.0,5.283495145631068,1185.0,2.398,0.0003830094731243322,1,Low
4.072,52.0,5.952941176470588,756.0,2.701,0.0006001657360353012,1,Low
5.3509,52.0,5.65067178502879,1034.0,3.021,0.000517047097069212,1,Low
3.1603,52.0,4.429193899782135,787.0,2.695,0.0007731421382012549,1,Very Low
4.7708,52.0,6.727699530516432,612.0,3.147,0.0007643261770863265,1,Low
8.1564,52.0,7.7026315789473685,1021.0,3.901,0.000496033585112367,1,Medium
8.8793,52.0,8.972868217054264,861.0,4.103,0.0005310887184774346,1,Medium
6.8591,52.0,7.599388379204893,953.0,3.524,0.0004865913212749741,1,Medium
6.0302,52.0,5.8203125,634.0,2.873,0.0007785743018652214,1,Low
7.508,52.0,7.994318181818182,878.0,3.487,0.0004967936108588202,1,Medium
2.7477,52.0,4.333333333333333,918.0,2.438,0.0006128707893413777,1,Very Low
2.1944,52.0,5.074285714285714,360.0,2.115,0.0011577984234234235,0,Very Low
3.0149,52.0,4.276639344262295,1197.0,2.184,0.0004266343866374129,1,Very Low
3.675,52.0,4.851351351351352,1048.0,2.699,0.0005308586191498861,1,Low
3.225,46.0,4.326639892904953,1373.0,2.188,0.0003683206175679476,1,Very Low
2.9345,42.0,4.059113300492611,1715.0,2.25,0.0003232118089954428,1,Very Low
2.1429,43.0,3.2742382271468142,1359.0,2.5,0.0005618369234868378,1,Very Low
1.6121,41.0,3.5617433414043584,1062.0,1.714,0.00045313090112546265,1,Very Low
1.3929,29.0,3.1927554980595083,1335.0,1.938,0.00045468104091927233,1,Very Low
2.3173,27.0,3.804195804195804,1171.0,1.25,0.0002806016727784196,1,Very Low
1.7772,45.0,3.882608695652174,1475.0,0.975,0.00017025072598553722,1,Very Low
2.6458,50.0,3.2091836734693877,742.0,1.25,0.0005249422563518013,1,Very Low
2.181,52.0,3.6887052341597797,1086.0,1.388,0.0003464859980442236,1,Very Low
2.2303,36.0,3.0902394106813995,1645.0,1.167,0.0002295687803181527,1,Very Low
1.6504,43.0,3.639751552795031,1710.0,1.518,0.00024389557511526256,1,Very Low
2.2697,52.0,4.368421052631579,731.0,1.27,0.0003977057340167785,1,Very Low
2.1563,52.0,4.585014409221902,1118.0,1.286,0.00025087562080531255,1,Very Low
2.1348,52.0,4.7343283582089555,1006.0,1.406,0.0002952085720230947,1,Very Low
2.6292,47.0,3.693140794223827,1213.0,1.827,0.00040783254720972454,1,Very Low
2.3833,52.0,4.638132295719845,772.0,1.469,0.00041026206662725595,1,Very Low
2.957,52.0,4.496259351620948,1321.0,1.228,0.00020674937010945252,1,Very Low
2.5238,49.0,4.192023633677991,1487.0,1.693,0.0002715953106391167,1,Very Low
1.9375,52.0,4.209677419354839,488.0,1.266,0.0006162615413604673,0,Very Low
1.9028,51.0,4.0561224489795915,949.0,1.279,0.00033227163979296316,1,Very Low
2.25,50.0,4.20722891566265,1149.0,1.235,0.00025547639911990805,1,Very Low
2.3929,52.0,4.4714285714285715,844.0,1.119,0.00029651136380842784,1,Very Low
2.1917,43.0,4.844029244516653,4367.0,1.128,5.332356185792849e-05,1,Very Low
2.9357,52.0,4.327669902912621,1659.0,1.079,0.00015028683261003982,1,Very Low
1.8854,30.0,3.7984790874524714,1011.0,1.375,0.0003580484539930633,1,Very Low
2.1638,39.0,3.776349614395887,1464.0,1.055,0.00019082672127427677,1,Very Low
2.125,47.0,4.528052805280528,1237.0,0.955,0.00017049913856292026,1,Very Low
3.375,52.0,4.011904761904762,647.0,1.161,0.0004472777805805384,1,Very Low
2.2542,43.0,4.554621848739496,1284.0,1.122,0.00019185605407455946,1,Very Low
2.1,51.0,3.1818181818181817,228.0,0.75,0.0010338345864661655,0,Very Low
1.6,39.0,3.747967479674797,381.0,1.125,0.0007878285821647565,0,Very Low
3.625,52.0,3.973568281938326,846.0,1.25,0.0003718424514999502,1,Low
1.6929,20.0,3.510355029585799,1659.0,1.15,0.00019746967529777303,1,Very Low
1.6471,52.0,2.8333333333333335,520.0,0.95,0.0006447963800904976,1,Very Low
2.59,52.0,4.38996138996139,866.0,0.964,0.0002535703331769313,1,Very Low
2.57,52.0,4.202185792349726,612.0,0.72,0.0002799663428440297,1,Very Low
2.6429,52.0,3.746031746031746,415.0,0.713,0.000458637941596896,0,Very Low
3.0257,52.0,4.046948356807512,994.0,0.808,0.00020086178322837255,1,Very Low
1.4886,50.0,4.0251572327044025,1525.0,1.288,0.00020982786885245902,1,Very Low
1.9338,43.0,3.2420091324200913,1506.0,1.125,0.00023041636271814154,1,Very Low
1.4844,52.0,3.8666666666666667,1008.0,1.194,0.0003063423645320197,1,Very Low
1.6009,44.0,3.1158455392809588,2813.0,1.181,0.00013474238957708563,1,Very Low
2.0375,48.0,4.944606413994169,1481.0,1.225,0.00016728203470373155,1,Very Low
2.293,49.0,5.365296803652968,859.0,1.063,0.00023064622396155843,1,Very Low
2.1494,37.0,4.479923518164436,1608.0,1.325,0.00018393282201880056,1,Very Low
1.6198,30.0,4.357142857142857,425.0,1.227,0.0006626036644165864,0,Very Low
1.3281,40.0,5.054347826086956,564.0,1.133,0.0003974529093266225,1,Very Low
3.5156,44.0,5.466911764705882,961.0,1.095,0.00020842445138477276,1,Low
3.9048,52.0,4.998540145985402,2273.0,1.647,0.00014496093412715705,1,Low
3.0893,52.0,3.9076923076923076,600.0,1.25,0.0005331364829396325,1,Very Low
2.6042,46.0,4.489563567362429,1647.0,1.247,0.00016864315918540385,1,Very Low
2.5,49.0,4.306603773584905,1201.0,1.367,0.00026429600013862123,1,Very Low
2.7969,38.0,4.626707132018209,2167.0,1.417,0.00014133148726166658,1,Very Low
2.8321,29.0,4.823529411764706,939.0,1.5,0.0003311774331800826,1,Very Low
2.9583,47.0,5.284246575342466,859.0,1.388,0.0003057829229152347,1,Very Low
2.8365,34.0,4.5813953488372094,1517.0,1.392,0.00020028843998139527,1,Very Low
2.875,35.0,4.520725388601036,1143.0,1.438,0.000278294439556087,1,Very Low
3.0682,39.0,4.316810344827586,1109.0,1.565,0.00032690369315278655,1,Very Low
3.0757,39.0,4.524663677130045,1221.0,1.51,0.0002733222455719978,1,Very Low
4.9559,43.0,6.6923076923076925,1115.0,2.73,0.0003658574300293799,1,Low
4.7721,52.0,5.772388059701493,706.0,2.171,0.0005327207370200204,1,Low
3.4861,52.0,4.984419263456091,1883.0,1.871,0.00019934663160021835,1,Low
5.1184,41.0,6.088235294117647,804.0,2.396,0.0004894849424375706,1,Low
4.0977,48.0,5.242063492063492,506.0,2.297,0.0008659806769934144,1,Low
4.744,48.0,7.117647058823529,610.0,2.573,0.000592616176669828,1,Low
4.2727,46.0,5.837349397590361,768.0,2.469,0.0005507369066047471,1,Low
2.9844,50.0,5.260869565217392,462.0,1.799,0.0007401702980215376,0,Very Low
4.1739,40.0,4.51063829787234,667.0,1.696,0.0005637181409295352,1,Low
3.8487,46.0,5.1152882205513786,1059.0,2.033,0.00037529373064639475,1,Low
4.0114,52.0,6.5451263537906135,637.0,2.634,0.0006317689874541186,1,Low
4.6563,45.0,5.986784140969163,1106.0,2.318,0.00035007790804588524,1,Low
2.9297,28.0,4.699551569506727,1737.0,1.405,0.00017211554096516324,1,Very Low
2.3036,35.0,4.62051282051282,1009.0,1.26,0.00027026462173402753,1,Very Low
2.6667,49.0,4.2,737.0,1.22,0.0003941332299541255,1,Very Low
2.619,44.0,3.30142566191446,1354.0,1.347,0.0003013334949249009,1,Very Low
2.4167,45.0,4.462025316455696,1530.0,1.394,0.00020419227738376677,1,Very Low
2.7788,45.0,4.210416666666666,1410.0,1.154,0.00019438449472033016,1,Very Low
2.7352,46.0,3.9349736379613356,1390.0,1.373,0.0002510232278670141,1,Very Low
1.8472,52.0,5.4907063197026025,1065.0,1.37,0.00023428406139840627,1,Very Low
2.6583,52.0,4.310204081632653,792.0,1.426,0.0004177308119069482,1,Very Low
3.0536,49.0,3.6653061224489796,779.0,1.375,0.0004815650811530973,1,Very Low
2.3906,44.0,4.865573770491803,2269.0,1.117,0.00010117765642392067,1,Very Low
1.7188,43.0,4.181818181818182,1227.0,1.268,0.00024712093830835195,1,Very Low
2.625,47.0,3.6556016597510372,753.0,1.113,0.0004043349869534349,1,Very Low
2.8015,40.0,3.6592592592592594,547.0,1.148,0.0005735369220407226,1,Very Low
1.7276,50.0,4.036363636363636,1807.0,1.023,0.0001402578560851942,1,Very Low
2.0801,44.0,3.38989898989899,1700.0,1.319,0.0002288806702657225,1,Very Low
2.489,51.0,4.1653944020356235,1543.0,1.191,0.00018530609594792492,1,Very Low
1.7546,52.0,4.733333333333333,1085.0,0.806,0.00015694164989939638,1,Very Low
4.0904,52.0,4.313868613138686,353.0,0.806,0.0005292896756349971,0,Low
2.6765,52.0,5.0,473.0,0.888,0.0003754756871035941,0,Very Low
2.4338,49.0,4.703933747412008,1621.0,1.024,0.00013429373278536115,1,Very Low
2.3309,46.0,3.4858757062146895,1183.0,0.987,0.00023934287878933186,1,Very Low
2.2604,43.0,3.6714801444043323,836.0,1.0,0.00032580109431530016,1,Very Low
1.8039,42.0,3.543726235741445,900.0,0.923,0.00028940033381020505,1,Very Low
2.2562,39.0,5.007448789571694,1888.0,0.948,0.00010027434431551015,1,Very Low
2.0562,41.0,4.536656891495602,1024.0,1.02,0.00021956559065934065,1,Very Low
3.5398,52.0,5.4373522458628845,1225.0,1.584,0.00023781082519964508,1,Low
3.1167,39.0,4.659574468085107,1071.0,1.216,0.00024366763448149424,1,Very Low
2.5401,50.0,4.939153439153439,1128.0,1.291,0.0002317205894084263,1,Very Low
2.898,43.0,5.020661157024794,1537.0,1.214,0.00015731998896894437,1,Very Low
2.3125,44.0,4.399491094147582,1240.0,1.028,0.00018843821713091665,1,Very Low
2.875,52.0,6.107142857142857,469.0,1.6,0.0005586104564894825,0,Very Low
3.3715,52.0,5.105882352941176,1086.0,1.439,0.0002595136254466142,1,Very Low
3.5114,52.0,5.585131894484412,1144.0,1.512,0.00023664227571483905,1,Low
4.3125,52.0,6.645333333333333,1109.0,1.644,0.0002230763329941656,1,Low
3.22,52.0,5.956639566395664,984.0,1.565,0.00026700409463148314,1,Very Low
3.875,33.0,3.021276595744681,575.0,2.25,0.0012951622780159216,1,Low
5.2328,49.0,5.660287081339713,496.0,1.742,0.0006204803261254874,0,Low
3.7262,52.0,5.631578947368421,555.0,1.669,0.0005339900648311863,1,Low
4.5893,45.0,5.400611620795107,869.0,1.635,0.0003483814592735561,1,Low
5.2578,39.0,5.820754716981132,236.0,2.53,0.0018417438123231598,0,Low
7.0875,41.0,6.593457943925234,626.0,2.407,0.000583161059951137,1,Medium
3.9712,46.0,6.410334346504559,922.0,2.081,0.00035209550228387993,1,Low
2.9514,47.0,4.80078125,582.0,1.981,0.0007090054496293749,1,Very Low
2.6667,50.0,4.746268656716418,546.0,1.728,0.0006668048932199876,1,Very Low
5.4446,37.0,6.176691729323308,620.0,3.367,0.0008792158325643492,1,Low
6.2838,34.0,6.948717948717949,442.0,3.182,0.0010360321250271326,0,Low
6.7527,23.0,7.064024390243903,955.0,2.858,0.0004236494654805026,1,Medium
7.0712,24.0,7.589506172839506,916.0,2.93,0.0004214621983942775,1,Medium
5.9849,22.0,6.528723945094052,4985.0,3.71,0.00011399359267648763,1,Low
3.6875,42.0,5.707865168539326,651.0,1.573,0.000423325108554979,1,Low
2.875,30.0,4.731152204836415,1704.0,1.353,0.00016782678935912528,1,Very Low
3.4205,43.0,4.877149877149877,1085.0,1.367,0.0002583287095613414,1,Low
3.2984,50.0,5.78169014084507,713.0,1.607,0.00038982665753288927,1,Very Low
3.875,49.0,4.933701657458563,468.0,1.406,0.0006089288961629387,0,Low
4.175,52.0,5.396694214876033,296.0,1.44,0.000901452754438972,0,Low
4.375,47.0,5.761467889908257,570.0,1.619,0.000492990836965024,1,Low
4.7708,48.0,5.427777777777778,446.0,1.563,0.0006456572926181089,0,Low
3.5739,45.0,6.052083333333333,968.0,1.76,0.0003004224690971679,1,Low
3.0958,39.0,5.0094936708860756,857.0,1.458,0.000339611876774156,1,Very Low
3.3958,39.0,5.0062111801242235,912.0,1.419,0.0003107981258978712,1,Very Low
1.871,31.0,5.3628318584070795,1360.0,0.907,0.00012435813434284607,1,Very Low
1.9356,41.0,4.490140845070423,1074.0,0.906,0.00018787281916124012,1,Very Low
2.1842,47.0,5.544502617801047,965.0,1.079,0.00020166546796029103,1,Very Low
2.2917,37.0,4.921875,933.0,1.07,0.00023300838734922338,1,Very Low
2.4333,38.0,4.983050847457627,987.0,0.982,0.0001996636547222739,1,Very Low
1.9479,50.0,4.82520325203252,907.0,0.895,0.0002045032133300019,1,Very Low
3.9063,52.0,4.569696969696969,447.0,0.938,0.00045920638028946293,0,Low
1.8407,49.0,5.117516629711751,1299.0,0.967,0.00014546484897728289,1,Very Low
2.0786,27.0,5.789808917197452,396.0,0.975,0.00042525085841917527,0,Very Low
2.8125,42.0,4.402985074626866,877.0,0.973,0.0002519799779680343,1,Very Low
1.8913,43.0,5.498637602179836,1111.0,0.912,0.00014928826876741194,1,Very Low
1.7056,49.0,5.08550185873606,790.0,0.914,0.0002275020356799171,1,Very Low
2.2768,52.0,4.953068592057762,1479.0,0.962,0.00013132050849896606,1,Very Low
3.2552,51.0,4.810502283105023,1173.0,1.201,0.00021284064687553488,1,Very Low
2.0556,52.0,4.775956284153006,1029.0,1.0,0.00020348119633600416,1,Very Low
